lr,amex_metric,AUC,sampling,data_type,seed,test_duration,train_duration,log_time,batch_size,es_patience
0.0001,0.5943035844957771,0.8632183908045976,0.1pct,13month,42,1.7778406143188477,-142.36481404304504,
0.0001,0.6106600256523615,0.8793103448275863,0.1pct,13month,420,1.9305496215820312,-127.9981210231781,
0.0001,0.6725808386022878,0.9402298850574712,0.1pct,13month,4200,1.7761297225952148,-166.733567237854,
0.0001,0.6211748806815942,0.8896551724137931,0.1pct,13month,42000,1.7516000270843506,-125.46605944633484,
0.0001,0.6118283428778317,0.8804597701149425,0.1pct,13month,420000,1.7864553928375244,-170.55630898475647,

0.001,0.6860527920169656,0.920689655172414,0.1pct,13month,42,1.7437782287597656,-147.02778482437134,
0.001,0.5591814868904517,0.8942528735632184,0.1pct,13month,420,1.7355363368988037,-149.48294806480408,
0.001,0.6936831444031306,0.8954022988505748,0.1pct,13month,4200,1.8250479698181152,-141.42092514038086,
0.001,0.8187656683696698,0.9528735632183908,0.1pct,13month,42000,1.7298884391784668,-136.67931246757507,
0.001,0.5469504464436215,0.849425287356322,0.1pct,13month,420000,1.6842334270477295,-193.71776938438416,

0.01,0.6696963508603813,0.9045977011494252,0.1pct,13month,42,1.7368991374969482,-172.32228231430054,
0.01,0.6410362735145894,0.9091954022988504,0.1pct,13month,420,1.7402746677398682,-134.5356378555298,
0.01,0.7369108817455321,0.9379310344827586,0.1pct,13month,4200,1.7387728691101074,-184.71123147010803,
0.01,0.6351946873872379,0.903448275862069,0.1pct,13month,42000,1.769014596939087,-139.27133059501648,
0.01,0.6778745714386734,0.9126436781609196,0.1pct,13month,420000,1.7474348545074463,-195.83401727676392,

0.0001,0.7879508445496932,0.9456186412865112,1pct,13month,42,3.436638116836548,-961.1791715621948,
0.0001,0.7509406770440529,0.9449731976807788,1pct,13month,420,3.379070520401001,-1446.5704526901245,
0.0001,0.7447061347310034,0.932698829449732,1pct,13month,4200,3.4034676551818848,-1318.751267671585,
0.0001,0.7440595987122559,0.9320533858439995,1pct,13month,42000,3.339901924133301,-1195.7057690620422,
0.0001,0.7457800420163809,0.9337709222185756,1pct,13month,420000,3.300455331802368,-1260.0643076896667,

0.001,0.7727722956961259,0.9425664588119462,1pct,13month,42,3.397907018661499,-962.8752753734587,
0.001,0.7788102846169725,0.9485942457061592,1pct,13month,420,3.5653061866760254,-1511.735490322113,
0.001,0.7874584187421314,0.9390766874521388,1pct,13month,4200,3.4881224632263184,-1099.6710922718048,
0.001,0.7799448096515341,0.946701673777486,1pct,13month,42000,3.3583083152771,-1173.2087478637695,
0.001,0.7389143587139377,0.9299420194727054,1pct,13month,420000,3.3582420349121094,-1238.2136659622192,

0.01,0.7898144398273983,0.9414287277103162,1pct,13month,42,3.456848382949829,-1268.7688312530518,
0.01,0.7568427303218808,0.9417897385406412,1pct,13month,420,3.685483455657959,-1146.1682360172272,
0.01,0.7665582502865592,0.9424133027021112,1pct,13month,4200,3.538448572158813,-1431.3259189128876,
0.01,0.7790842405571198,0.9488677387594356,1pct,13month,42000,3.4165515899658203,-1425.7012197971344,
0.01,0.7742735742481333,0.9440652007439012,1pct,13month,420000,3.480448007583618,-1519.976087331772,

0.0001,0.7497439120115001,0.9478824253108636,10pct,13month,42,19.99453330039978,-11613.044842004776,
0.0001,0.7466638409189634,0.9486011949084752,10pct,13month,420,20.8033607006073,-10522.048453092577,
0.0001,0.7510771023618323,0.9492153913594836,10pct,13month,4200,21.19729495048523,-10719.908156871796,
0.0001,0.7392722973656959,0.9482231551011042,10pct,13month,42000,20.710726022720337,-10146.089472770693,
0.0001,0.7376176663288059,0.947445320067923,10pct,13month,420000,21.1371750831604,-9611.328689336777,

0.0001,0.6070850276500976,0.8961566888396157,0.1pct,original,42,1.882810115814209,-188.30227255821228,
0.0001,0.4783970173598926,0.8887657058388765,0.1pct,original,420,1.9520049095153809,-198.25714635849,
0.0001,0.4677567281063584,0.8632668144863267,0.1pct,original,4200,1.93284010887146,-281.67477774620056,
0.0001,0.5489214755492433,0.8835920177383592,0.1pct,original,42000,1.9046614170074463,-202.1978669166565,
0.0001,0.5240256137706698,0.9039172209903916,0.1pct,original,420000,1.848222732543945,-227.8752965927124,

0.001,0.7086087005507411,0.951589061345159,0.1pct,original,42,1.8695626258850095,-242.437885761261,
0.001,0.779133173641253,0.9464153732446414,0.1pct,original,420,1.882507085800171,-262.100289106369,
0.001,0.5589882258577902,0.9235033259423504,0.1pct,original,4200,1.901427984237671,-215.91388702392575,
0.001,0.550017163298973,0.9146341463414632,0.1pct,original,42000,1.8344988822937007,-161.90955233573914,
0.001,0.6121184028043711,0.9161123429416111,0.1pct,original,420000,1.8193902969360352,-251.2724015712738,

0.01,0.7293671451542285,0.9571322985957132,0.1pct,original,42,1.845176696777344,-313.1023156642914,
0.01,0.6749415357862149,0.9482631189948264,0.1pct,original,420,1.8839662075042725,-268.25800609588623,
0.01,0.745266234402701,0.9578713968957872,0.1pct,original,4200,1.9203424453735352,-244.18565726280207,
0.01,0.5494436243539855,0.9290465631929048,0.1pct,original,42000,1.9028091430664065,-256.9354248046875,
0.01,0.5735662025158683,0.9379157427937916,0.1pct,original,420000,1.8659207820892332,-250.92395520210263,

0.01,0.6844804485267845,0.9303764806914292,1pct,original,42,4.490869760513306,-1983.3463804721832,
0.01,0.7045633669180447,0.9270516956797492,1pct,original,420,4.762967109680176,-1346.6501128673551,
0.01,0.6915880997998458,0.922442692760714,1pct,original,4200,4.515085935592651,-1504.6341361999512,
0.01,0.6667811957633554,0.9143670893555668,1pct,original,42000,4.4994049072265625,-1284.3901360034945,
0.01,0.6935402091139959,0.9243926555341518,1pct,original,420000,4.8127923011779785,-1187.7987372875214,

0.001,0.6836679272445506,0.9312352521754887,1pct,original,42,5.20137095451355,-2280.0335099697118,
0.001,0.6706179724070345,0.9232108599138864,1pct,original,420,4.554718971252441,-1711.4096615314484,
0.001,0.6894062021618643,0.9336264186471592,1pct,original,4200,4.81007981300354,-2143.3207466602325,
0.001,0.7126677066282864,0.9334767245352588,1pct,original,42000,4.647111892700195,-2236.6172609329224,
0.001,0.6940682441604089,0.9299313376744626,1pct,original,420000,4.523900508880615,-2180.0491354465485,

0.0001,0.671813028241738,0.9227342023470462,1pct,original,42,4.427686929702759,-1797.926022529602,
0.0001,0.6914098356236218,0.932287050277525,1pct,original,420,4.5588366985321045,-1739.6727030277252,
0.0001,0.6921672740484668,0.929702857187878,1pct,original,4200,4.722161054611206,-2076.370633840561,
0.0001,0.6804579202430807,0.9263583755825266,1pct,original,42000,4.434424877166748,-1789.4125056266785,
0.0001,0.6963679381932618,0.925546875923278,1pct,original,420000,4.493620157241821,-2237.5109605789185,

0.001,0.7375791937538458,0.9474068539657554,10pct,13month,42,20.948846578598022,-14962.316244840622,
0.001,0.7369556255240232,0.9470755830530968,10pct,13month,420,19.23792934417725,-12724.408605337145,
0.001,0.74073975918441,0.9476451125821884,10pct,13month,4200,19.641151428222656,-13579.87567448616,
0.001,0.7432497414896198,0.9475250899355336,10pct,13month,42000,21.38597083091736,-17043.43213224411,
0.001,0.7432763293426632,0.9481360283287077,10pct,13month,420000,21.480949640274048,-18957.535167455673

0.01,0.7231896162465877,0.9417849700747388,10pct,13month,42,20.775545358657837,-10691.02366566658,2026-01-02 20:02:14
0.01,0.7234069968067462,0.9420023666111711,10pct,13month,420,20.693958520889282,-6422.33708357811,2026-01-02 21:49:44
0.01,0.7040560565709784,0.9360948771664902,10pct,13month,4200,19.40314483642578,-6333.060269832611,2026-01-02 23:35:44
0.01,0.7248472153075225,0.9416892777631981,10pct,13month,42000,20.294037103652954,-9303.61887550354,2026-01-03 02:11:14
0.01,0.7388631371652479,0.944015741253875,10pct,13month,420000,19.531008005142212,-9022.058111429214,2026-01-03 04:42:03

0.0001,0.7385773465084648,0.94759945738888,10pct,original,42,27.596861124038696,-9875.841429948807,2026-01-07 13:18:32,4,5
0.0001,0.7405118025202815,0.9474847680393417,10pct,original,420,33.97854733467102,-9710.090651512146,2026-01-07 16:01:07,4,5
0.0001,0.7430031884525082,0.9484391536929211,10pct,original,4200,29.753496408462524,-12469.828221797943,2026-01-07 19:29:36,4,5
0.0001,0.7410720963427453,0.946849769941838,10pct,original,42000,24.180457830429077,-10632.326328516006,2026-01-07 22:27:22,4,5
0.0001,0.7414619918301579,0.9486055821478703,10pct,original,420000,27.193775177001953,-11697.81911277771,2026-01-08 01:42:56,4,5

0.001,0.7267638512145359,0.9462028212900522,10pct,original,42,11.982032299041748,-4719.555613279343,2026-01-07 16:45:40,16,3
0.01,0.6928886654018316,0.9376017395850319,10pct,original,42,11.75101923942566,-2112.091342687607,2026-01-07 17:21:13,16,3
0.0001,0.7496811972471649,0.9491403194914738,10pct,original,42,12.072870254516602,-4521.591192960739,2026-01-07 18:36:55,16,3

0.001,0.7275550684031167,0.9452864455934029,10pct,original,420,11.471136569976807,-4128.380853176117,2026-01-07 23:27:51,16,3
0.0001,0.7445826282262278,0.9488232101347096,10pct,original,420,12.16200876235962,-4192.781186580658,2026-01-08 00:38:05,16,3
1e-05,0.713647824184338,0.9406010289467205,10pct,original,420,11.43413496017456,-7174.631821870804,2026-01-08 02:38:00,16,3

0.001,0.7284132285709168,0.9454615471930985,10pct,original,42,33.45575714111328,-15627.864993095398,2026-01-08 06:04:07,4,5
0.001,0.7241331165786391,0.945279810837514,10pct,original,420,30.428834915161133,-12896.482946634293,2026-01-08 09:39:43,4,5
0.001,0.7214582304010773,0.9453371655043853,10pct,original,4200,25.758895874023438,-13371.01569366455,2026-01-08 13:23:09,4,5
0.001,0.7232164572314129,0.9445340003261423,10pct,original,42000,28.682161808013916,-11369.817189693451,2026-01-08 16:33:17,4,5
0.001,0.7264038271992039,0.9453305707169052,10pct,original,420000,32.210620641708374,-16096.663276672363,2026-01-08 21:02:16,4,5

0.01,0.6923325015355608,0.9367041890090073,10pct,original,42,28.08455228805542,-8647.446200370789,2026-01-08 23:27:01,4,5
0.01,0.6831783704091332,0.930624474415422,10pct,original,420,29.381216526031494,-5452.384389400482,2026-01-09 00:58:33,4,5
0.01,0.6953393796310154,0.9361250267788339,10pct,original,4200,29.467402935028076,-6401.894869804382,2026-01-09 02:45:54,4,5
0.01,0.6611595724561354,0.9285854060950224,10pct,original,42000,29.643672227859497,-6357.490605354309,2026-01-09 04:32:31,4,5
0.01,0.697260204925489,0.9359967082018373,10pct,original,420000,33.51064133644104,-5823.504874229431,2026-01-09 06:10:18,4,5

0.0001,0.5777036345921155,0.9120473022912048,0.1pct,original,42,0 days 00:00:04.344057,,2026-01-12 21:39:18,16,3
0.0001,0.745908310633909,0.9489535071479503,10pct,original,42,0 days 00:00:09.916352,0 days 01:32:25.240646,2026-01-13 00:30:28,16,3
